cut,carat
Premium,0.32
Good,0.32
Very Good,0.36
Ideal,0.32
Premium,0.32
Premium,0.32
Ideal,0.32
Ideal,0.32
Very Good,0.32
Very Good,0.3
Premium,0.32
Very Good,0.32
Ideal,0.36
Premium,0.32
Very Good,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.51
Good,0.53
Premium,0.58
Premium,0.58
Premium,0.58
Very Good,0.58
Ideal,0.58
Ideal,0.5
Ideal,0.5
Ideal,0.5
Ideal,0.5
Ideal,0.5
Premium,0.5
Fair,0.5
Premium,0.5
Ideal,0.4
Ideal,0.4
Very Good,0.4
Ideal,0.4
Good,0.5
Premium,0.4
Ideal,0.4
Very Good,0.4
Premium,0.4
Premium,0.4
Ideal,0.38
Ideal,0.4
Very Good,0.5
Good,0.5
Ideal,0.4
Ideal,0.4
Ideal,0.57
Ideal,0.39
Ideal,0.39
Good,0.62
Ideal,0.56
Ideal,0.44
Premium,0.44
Ideal,0.44
Ideal,0.44
Ideal,0.44
Fair,0.51
Fair,0.85
Fair,0.89
Premium,0.53
Ideal,0.53
Very Good,0.49
Very Good,0.53
Ideal,0.41
Good,0.58
Very Good,0.58
Very Good,0.44
Very Good,0.5
Very Good,0.5
Very Good,0.5
Very Good,0.5
Very Good,0.5
Ideal,0.45
Ideal,0.52
Ideal,0.5
Ideal,0.5
Ideal,0.5
Good,0.54
Ideal,0.54
Very Good,0.54
Ideal,0.46
Ideal,0.6
Premium,0.52
Very Good,0.52
Good,0.52
Very Good,0.52
Premium,0.52
Premium,0.52
Good,0.52
Premium,0.52
Very Good,0.56
Ideal,0.52
Good,0.5
Very Good,0.57
Premium,0.56
Ideal,0.56
Very Good,0.56
Ideal,0.56
Good,0.56
Ideal,0.54
Ideal,0.54
Ideal,0.54
Fair,0.51
Very Good,0.51
Premium,0.51
Premium,0.54
Ideal,0.53
Ideal,0.52
Good,0.68
Premium,0.6
Ideal,0.43
Ideal,0.37
Ideal,0.58
Ideal,0.58
Ideal,0.6
Very Good,0.52
Very Good,0.52
Very Good,0.52
Ideal,0.51
Ideal,0.51
Ideal,0.51
Very Good,0.51
Good,0.51
Ideal,0.51
Ideal,0.51
Very Good,0.51
Ideal,0.51
Good,0.51
Good,0.51
Premium,0.51
Good,0.51
Good,0.51
Premium,0.51
Good,0.51
Very Good,0.51
Very Good,0.51
Ideal,0.51
Ideal,0.58
Ideal,0.56
Ideal,0.56
Very Good,0.54
Premium,0.52
Very Good,0.46
Premium,0.62
Ideal,0.56
Very Good,0.5
Ideal,0.56
Premium,0.56
Very Good,0.54
Very Good,0.57
Ideal,0.54
Ideal,0.58
Ideal,0.52
Ideal,0.51
Ideal,0.51
Premium,0.55
Very Good,0.62
Ideal,0.44
Ideal,0.44
Good,0.5
Fair,0.5
Premium,0.5
Very Good,0.5
Very Good,0.48
Very Good,0.41
Premium,0.41
Good,0.52
Ideal,0.5
Good,0.4
Premium,0.54
Good,0.51
Premium,0.51
Very Good,0.53
Ideal,0.54
Ideal,0.54
Good,0.52
Good,0.6
Ideal,0.42
Ideal,0.42
Good,0.8
Fair,0.5
Premium,0.63
Very Good,0.5
Very Good,0.5
Very Good,0.5
Ideal,0.53
Ideal,0.4
Premium,0.49
Ideal,0.52
Good,0.53
Ideal,0.59
Ideal,0.59
Ideal,0.4
Ideal,0.53
Ideal,0.53
Ideal,0.53
Ideal,0.46
Good,0.47
Very Good,0.52
Very Good,0.5
Very Good,0.5
Very Good,0.5
Premium,0.5
Very Good,0.5
Ideal,0.4
Ideal,0.51
Ideal,0.51
Ideal,0.52
Good,0.5
Premium,0.55
Good,0.53
Ideal,0.57
Ideal,0.51
Premium,0.46
Premium,0.59
Very Good,0.54
Very Good,0.61
Ideal,0.58
Ideal,0.58
Ideal,0.51
Premium,0.41
Ideal,0.41
Premium,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Premium,0.41
Premium,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Premium,0.41
Ideal,0.41
Premium,0.41
Ideal,0.41
Premium,0.41
Premium,0.54
Premium,0.53
Premium,0.54
Very Good,0.5
Very Good,0.51
Ideal,0.57
Ideal,0.52
Good,0.52
Very Good,0.54
Ideal,0.43
Ideal,0.43
Ideal,0.43
Very Good,0.43
Premium,0.43
Ideal,0.43
Ideal,0.55
Ideal,0.45
Ideal,0.45
Premium,0.45
Fair,0.56
Very Good,0.4
Very Good,0.53
Ideal,0.53
Ideal,0.53
Premium,0.61
Ideal,0.39
Ideal,0.54
Ideal,0.5
Ideal,0.58
Ideal,0.57
Ideal,0.32
Ideal,0.51
Ideal,0.51
Premium,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Premium,0.51
Ideal,0.53
Ideal,0.53
Very Good,0.56
Premium,0.54
Good,0.54
Good,0.54
Good,0.59
Good,0.51
Very Good,0.59
Fair,0.71
Good,0.5
Premium,0.39
Premium,0.39
Very Good,0.51
Premium,0.55
Ideal,0.55
Very Good,0.52
Ideal,0.41
Ideal,0.41
Good,0.51
Good,0.53
Ideal,0.53
Good,0.53
Good,0.53
Ideal,0.53
Premium,0.5
Fair,0.53
Premium,0.53
Very Good,0.41
Good,0.57
Ideal,0.57
Good,0.57
Good,0.57
Very Good,0.57
Ideal,0.62
Premium,0.32
Ideal,0.32
Premium,0.32
Very Good,0.32
Very Good,0.36
Premium,0.32
Ideal,0.32
Premium,0.36
Good,0.32
Very Good,0.26
Ideal,0.33
Premium,0.3
Premium,0.3
Premium,0.3
Premium,0.3
Very Good,0.3
Very Good,0.3
Premium,0.3
Very Good,0.3
Ideal,0.3
Premium,0.3
Premium,0.3
Premium,0.3
Premium,0.3
Very Good,0.3
Premium,0.3
Very Good,0.3
Premium,0.3
Good,0.3
Premium,0.3
Ideal,0.55
Premium,0.55
Very Good,0.42
Ideal,0.47
Ideal,0.51
Ideal,0.56
Good,0.5
Very Good,0.53
Ideal,0.5
Premium,0.46
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Premium,0.41
Very Good,0.41
Premium,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.55
Fair,0.5
Fair,0.6
Good,0.6
Fair,0.48
Very Good,0.55
Very Good,0.36
Ideal,0.39
Ideal,0.61
Ideal,0.54
Ideal,0.54
Ideal,0.55
Very Good,0.55
Very Good,0.55
Ideal,0.55
Ideal,0.5
Ideal,0.58
Premium,0.52
Very Good,0.52
Very Good,0.52
Very Good,0.52
Very Good,0.52
Ideal,0.57
Very Good,0.57
Premium,0.54
Ideal,0.54
Ideal,0.42
Very Good,0.53
Very Good,0.55
Very Good,0.55
Ideal,0.5
Ideal,0.5
Ideal,0.5
Ideal,0.5
Ideal,0.5
Premium,0.52
Ideal,0.59
Ideal,0.59
Ideal,0.53
Very Good,0.52
Premium,0.46
Premium,0.46
Ideal,0.42
Ideal,0.63
Very Good,0.58
Very Good,0.5
Fair,0.5
Very Good,0.51
Good,0.5
Premium,0.55
Ideal,0.4
Ideal,0.55
Ideal,0.52
Ideal,0.5
Ideal,0.33
Premium,0.5
Very Good,0.5
Very Good,0.5
Ideal,0.51
Ideal,0.51
Ideal,0.51
Premium,0.54
Very Good,0.41
Very Good,0.54
Very Good,0.5
Premium,0.52
Ideal,0.41
Ideal,0.51
Good,0.51
Ideal,0.57
Ideal,0.52
Ideal,0.59
Very Good,0.58
Ideal,0.51
Ideal,0.53
Ideal,0.57
Ideal,0.45
Ideal,0.45
Ideal,0.45
Ideal,0.45
Ideal,0.39
Good,0.54
Premium,0.55
Very Good,0.62
Very Good,0.6
Very Good,0.46
Premium,0.62
Very Good,0.5
Very Good,0.56
Very Good,0.6
Ideal,0.54
Ideal,0.44
Good,0.6
Premium,0.5
Ideal,0.5
Ideal,0.5
Premium,0.6
Very Good,0.58
Very Good,0.54
Very Good,0.51
Ideal,0.61
Very Good,0.55
Premium,0.51
Premium,0.51
Ideal,0.54
Premium,0.51
Ideal,0.41
Very Good,0.52
Ideal,0.46
Premium,0.61
Premium,0.62
Ideal,0.51
Ideal,0.52
Fair,0.57
Ideal,0.53
Premium,0.53
Very Good,0.57
Ideal,0.5
Ideal,0.57
Ideal,0.54
Good,0.55
Very Good,0.6
Ideal,0.54
Ideal,0.54
Ideal,0.6
Ideal,0.54
Ideal,0.51
Ideal,0.51
Ideal,0.54
Ideal,0.52
Very Good,0.52
Good,0.52
Good,0.52
Ideal,0.52
Premium,0.52
Ideal,0.52
Premium,0.52
Premium,0.6
Ideal,0.52
Very Good,0.51
Very Good,0.5
Ideal,0.58
Very Good,0.5
Very Good,0.57
Very Good,0.51
Premium,0.52
Premium,0.55
Good,0.52
Good,0.58
Premium,0.56
Very Good,0.58
Good,0.58
Ideal,0.56
Ideal,0.56
Good,0.58
Ideal,0.42
Ideal,0.46
Premium,0.46
Very Good,0.52
Very Good,0.52
Very Good,0.52
Very Good,0.52
Very Good,0.52
Ideal,0.33
Fair,0.56
Ideal,0.58
Ideal,0.52
Ideal,0.52
Ideal,0.52
Ideal,0.52
Good,0.5
Premium,0.54
Very Good,0.54
Ideal,0.54
Very Good,0.54
Ideal,0.42
Ideal,0.42
Premium,0.42
Ideal,0.42
Ideal,0.42
Ideal,0.42
Ideal,0.42
Ideal,0.42
Premium,0.54
Ideal,0.54
Premium,0.54
Premium,0.54
Premium,0.42
Premium,0.54
Premium,0.54
Very Good,0.64
Good,0.5
Ideal,0.6
Ideal,0.55
Very Good,0.42
Ideal,0.52
Very Good,0.59
Very Good,0.59
Very Good,0.54
Very Good,0.54
Very Good,0.54
Ideal,0.58
Very Good,0.53
Very Good,0.51
Ideal,0.46
Ideal,0.55
Ideal,0.46
Very Good,0.58
Ideal,0.51
Ideal,0.56
Ideal,0.42
Good,0.5
Premium,0.5
Good,0.5
Very Good,0.53
Good,0.53
Premium,0.53
Very Good,0.5
Premium,0.5
Ideal,0.42
Ideal,0.62
Ideal,0.52
Ideal,0.54
Good,0.5
Premium,0.73
Very Good,0.5
Very Good,0.51
Very Good,0.57
Ideal,0.57
Ideal,0.51
Ideal,0.57
Fair,0.5
Fair,0.5
Good,0.5
Ideal,0.4
Ideal,0.38
Premium,0.4
Ideal,0.4
Premium,0.4
Ideal,0.4
Ideal,0.4
Ideal,0.4
Ideal,0.4
Premium,0.4
Ideal,0.4
Ideal,0.4
Premium,0.4
Very Good,0.5
Very Good,0.57
Fair,0.5
Ideal,0.57
Very Good,0.51
Very Good,0.6
Ideal,0.56
Ideal,0.41
Premium,0.52
Very Good,0.49
Ideal,0.42
Ideal,0.38
Ideal,0.42
Ideal,0.42
Ideal,0.42
Ideal,0.42
Premium,0.38
Ideal,0.38
Ideal,0.42
Premium,0.42
Premium,0.38
Ideal,0.42
Ideal,0.42
Ideal,0.42
Premium,0.42
Ideal,0.5
Ideal,0.47
Good,0.55
Very Good,0.3
Very Good,0.3
Premium,0.3
Very Good,0.3
Premium,0.3
Premium,0.3
Ideal,0.3
Ideal,0.3
Premium,0.3
Premium,0.3
Good,0.3
Very Good,0.3
Very Good,0.3
Very Good,0.3
Very Good,0.3
Ideal,0.3
Good,0.3
Good,0.3
Very Good,0.3
Premium,0.3
Premium,0.3
Premium,0.3
Premium,0.3
Premium,0.3
Very Good,0.31
Ideal,0.3
Ideal,0.31
Ideal,0.31
Ideal,0.31
Ideal,0.31
Ideal,0.5
Very Good,0.58
Very Good,0.58
Very Good,0.55
Ideal,0.52
Ideal,0.52
Ideal,0.54
Ideal,0.59
Ideal,0.46
Ideal,0.61
Ideal,0.58
Fair,0.52
Premium,0.61
Very Good,0.61
Ideal,0.45
Very Good,0.6
Very Good,0.5
Very Good,0.6
Very Good,0.58
Premium,0.51
Premium,0.51
Good,0.5
Ideal,0.55
Ideal,0.55
Ideal,0.55
Ideal,0.38
Ideal,0.38
Good,0.48
Premium,0.51
Premium,0.51
Very Good,0.51
Fair,0.53
Ideal,0.51
Very Good,0.51
Very Good,0.57
Ideal,0.51
Very Good,0.5
Very Good,0.54
Very Good,0.54
Good,0.4
Very Good,0.4
Ideal,0.48
Ideal,0.5
Ideal,0.54
Ideal,0.5
Ideal,0.56
Good,0.55
Very Good,0.55
Ideal,0.56
Ideal,0.4
Premium,0.51
Premium,0.51
Good,0.51
Ideal,0.51
Good,0.51
Premium,0.57
Ideal,0.51
Ideal,0.51
Ideal,0.37
Premium,0.51
Very Good,0.5
Good,0.5
Good,0.5
Good,0.5
Ideal,0.63
Good,0.44
Premium,0.58
Very Good,0.56
Very Good,0.58
Very Good,0.58
Very Good,0.53
Good,0.61
Very Good,0.58
Very Good,0.52
Ideal,0.52
Very Good,0.52
Ideal,0.43
Ideal,0.44
Ideal,0.5
Ideal,0.58
Ideal,0.58
Ideal,0.53
Very Good,0.38
Fair,0.71
Good,0.5
Ideal,0.5
Ideal,0.54
Premium,0.5
Premium,0.55
Very Good,0.5
Ideal,0.5
Good,0.5
Ideal,0.55
Premium,0.5
Ideal,0.5
Good,0.55
Very Good,0.55
Very Good,0.5
Ideal,0.5
Ideal,0.5
Good,0.62
Ideal,0.57
Ideal,0.57
Ideal,0.5
Ideal,0.54
Ideal,0.5
Fair,0.62
Very Good,0.5
Fair,0.64
Premium,0.59
Very Good,0.59
Very Good,0.59
Ideal,0.46
Ideal,0.46
Ideal,0.52
Ideal,0.53
Ideal,0.53
Ideal,0.53
Ideal,0.53
Ideal,0.53
Ideal,0.53
Ideal,0.53
Premium,0.53
Very Good,0.46
Ideal,0.51
Very Good,0.57
Ideal,0.57
Ideal,0.52
Ideal,0.41
Premium,0.41
Very Good,0.51
Premium,0.57
Premium,0.57
Premium,0.7
Fair,0.35
Fair,0.35
Very Good,0.53
Very Good,0.53
Very Good,0.53
Very Good,0.5
Very Good,0.5
Very Good,0.54
Premium,0.62
Premium,0.5
Ideal,0.53
Ideal,0.5
Good,0.5
Premium,0.55
Ideal,0.55
Premium,0.55
Good,0.5
Ideal,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Good,0.5
Ideal,0.5
Premium,0.5
Very Good,0.5
Very Good,0.5
Good,0.5
Very Good,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Ideal,0.61
Very Good,0.51
Very Good,0.46
Very Good,0.55
Very Good,0.51
Ideal,0.56
Ideal,0.53
Ideal,0.56
Ideal,0.56
Ideal,0.55
Very Good,0.47
Ideal,0.46
Ideal,0.39
Very Good,0.59
Ideal,0.59
Ideal,0.59
Ideal,0.41
Good,0.5
Good,0.52
Very Good,0.52
Very Good,0.51
Premium,0.5
Premium,0.5
Fair,0.7
Premium,0.5
Very Good,0.38
Ideal,0.47
Ideal,0.53
Ideal,0.58
Ideal,0.55
Premium,0.51
Ideal,0.58
Ideal,0.58
Premium,0.51
Premium,0.51
Premium,0.51
Premium,0.54
Ideal,0.54
Good,0.54
Premium,0.54
Good,0.54
Ideal,0.54
Very Good,0.47
Ideal,0.54
Good,0.53
Ideal,0.43
Ideal,0.43
Premium,0.43
Ideal,0.43
Premium,0.43
Ideal,0.43
Very Good,0.52
Very Good,0.52
Very Good,0.52
Good,0.51
Very Good,0.51
Ideal,0.63
Good,0.61
Very Good,0.59
Very Good,0.58
Good,0.51
Ideal,0.61
Ideal,0.59
Ideal,0.59
Ideal,0.5
Very Good,0.56
Very Good,0.51
Ideal,0.41
Ideal,0.59
Very Good,0.5
Very Good,0.62
Very Good,0.54
Good,0.49
Ideal,0.43
Premium,0.6
Very Good,0.51
Ideal,0.53
Ideal,0.53
Ideal,0.56
Ideal,0.51
Ideal,0.53
Ideal,0.41
Ideal,0.41
Good,0.59
Good,0.52
Ideal,0.52
Premium,0.53
Premium,0.6
Ideal,0.51
Premium,0.53
Premium,0.53
Very Good,0.5
Very Good,0.52
Good,0.5
Ideal,0.52
Ideal,0.5
Ideal,0.55
Ideal,0.52
Ideal,0.52
Ideal,0.52
Ideal,0.52
Premium,0.57
Good,0.51
Good,0.51
Good,0.49
Fair,0.58
Ideal,0.51
Ideal,0.59
Ideal,0.51
Ideal,0.51
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Premium,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Premium,0.41
Premium,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Premium,0.5
Fair,0.5
Fair,0.5
Good,0.59
Very Good,0.53
Premium,0.56
Ideal,0.41
Ideal,0.57
Ideal,0.31
Ideal,0.31
Ideal,0.31
Ideal,0.31
Ideal,0.31
Ideal,0.3
Ideal,0.31
Ideal,0.31
Ideal,0.31
Ideal,0.3
Ideal,0.29
Very Good,0.31
Good,0.31
Good,0.31
Good,0.31
Very Good,0.31
Premium,0.34
Premium,0.34
Very Good,0.34
Ideal,0.34
Very Good,0.34
Good,0.34
Premium,0.34
Very Good,0.31
Premium,0.34
Good,0.34
Very Good,0.34
Ideal,0.26
Ideal,0.28
Ideal,0.26
Ideal,0.52
Premium,0.46
Very Good,0.57
Ideal,0.43
Ideal,0.38
Ideal,0.43
Ideal,0.38
Premium,0.43
Very Good,0.43
Premium,0.43
Premium,0.43
Premium,0.43
Ideal,0.43
Ideal,0.43
Very Good,0.43
Premium,0.43
Very Good,0.43
Ideal,0.38
Ideal,0.43
Premium,0.5
Good,0.5
Premium,0.5
Good,0.5
Ideal,0.39
Good,0.5
Premium,0.5
Premium,0.6
Premium,0.6
Good,0.51
Ideal,0.53
Ideal,0.53
Ideal,0.53
Ideal,0.53
Ideal,0.51
Ideal,0.51
Fair,0.62
Premium,0.53
Fair,0.71
Very Good,0.5
Ideal,0.57
Good,0.5
Premium,0.56
Very Good,0.5
Ideal,0.5
Very Good,0.5
Ideal,0.5
Very Good,0.5
Good,0.5
Ideal,0.56
Good,0.5
Very Good,0.5
Premium,0.5
Very Good,0.5
Very Good,0.5
Very Good,0.5
Very Good,0.5
Ideal,0.5
Premium,0.5
Very Good,0.5
Good,0.5
Very Good,0.56
Ideal,0.5
Premium,0.5
Good,0.5
Good,0.5
Very Good,0.5
Good,0.5
Good,0.5
Good,0.5
Very Good,0.5
Very Good,0.5
Good,0.5
Very Good,0.5
Premium,0.5
Very Good,0.5
Premium,0.5
Good,0.5
Good,0.5
Very Good,0.5
Good,0.5
Very Good,0.5
Very Good,0.5
Very Good,0.51
Good,0.51
Ideal,0.58
Fair,0.67
Very Good,0.61
Premium,0.46
Premium,0.46
Premium,0.59
Ideal,0.51
Ideal,0.59
Ideal,0.51
Ideal,0.51
Good,0.45
Fair,0.61
Very Good,0.51
Very Good,0.51
Very Good,0.52
Very Good,0.51
Very Good,0.51
Ideal,0.51
Ideal,0.51
Very Good,0.51
Very Good,0.51
Very Good,0.51
Ideal,0.51
Very Good,0.51
Ideal,0.51
Ideal,0.51
Very Good,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Very Good,0.51
Very Good,0.51
Very Good,0.51
Very Good,0.51
Very Good,0.51
Ideal,0.51
Ideal,0.51
Good,0.51
Very Good,0.51
Ideal,0.51
Very Good,0.51
Very Good,0.51
Premium,0.51
Very Good,0.51
Premium,0.51
Ideal,0.51
Very Good,0.51
Very Good,0.58
Ideal,0.44
Ideal,0.53
Premium,0.61
Ideal,0.41
Ideal,0.41
Premium,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.53
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.41
Ideal,0.54
Premium,0.54
Very Good,0.54
Premium,0.54
Premium,0.58
Very Good,0.58
Very Good,0.56
Very Good,0.54
Ideal,0.54
Good,0.63
Good,0.53
Fair,0.37
Ideal,0.4
Ideal,0.47
Ideal,0.62
Ideal,0.57
Ideal,0.57
Ideal,0.57
Ideal,0.46
Ideal,0.56
Premium,0.56
Ideal,0.56
Premium,0.56
Very Good,0.56
Ideal,0.54
Very Good,0.58
Very Good,0.51
Good,0.7
Ideal,0.41
Ideal,0.6
Ideal,0.51
Ideal,0.51
Ideal,0.59
Ideal,0.58
Ideal,0.58
Ideal,0.58
Ideal,0.58
Ideal,0.51
Very Good,0.51
Ideal,0.51
Premium,0.51
Premium,0.51
Ideal,0.51
Premium,0.51
Good,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Premium,0.51
Premium,0.51
Ideal,0.51
Ideal,0.51
Good,0.51
Premium,0.51
Ideal,0.51
Very Good,0.51
Good,0.51
Very Good,0.51
Premium,0.51
Premium,0.51
Very Good,0.51
Good,0.51
Ideal,0.41
Premium,0.49
Very Good,0.59
Very Good,0.59
Ideal,0.59
Premium,0.55
Very Good,0.52
Very Good,0.52
Very Good,0.5
Very Good,0.62
Very Good,0.52
Ideal,0.5
Ideal,0.52
Ideal,0.62
Ideal,0.5
Ideal,0.58
Ideal,0.4
Fair,0.5
Premium,0.52
Good,0.5
Good,0.5
Good,0.47
Good,0.5
Very Good,0.5
Ideal,0.55
Premium,0.55
Ideal,0.55
Ideal,0.57
Ideal,0.55
Very Good,0.71
Very Good,0.53
Premium,0.6
Ideal,0.5
Ideal,0.5
Ideal,0.5
Ideal,0.5
Ideal,0.5
Ideal,0.5
Ideal,0.5
Ideal,0.53
Very Good,0.55
Very Good,0.53
Ideal,0.46
Ideal,0.51
Very Good,0.52
Ideal,0.5
Ideal,0.52
Premium,0.52
Very Good,0.5
Very Good,0.46
Very Good,0.52
Very Good,0.59
Ideal,0.54
Very Good,0.58
Ideal,0.46
Ideal,0.54
Ideal,0.54
Ideal,0.54
Very Good,0.5
Ideal,0.52
Ideal,0.54
Ideal,0.34
Ideal,0.32
Ideal,0.3
Ideal,0.3
Ideal,0.33
Ideal,0.35
Ideal,0.35
Premium,0.27
Ideal,0.27
Ideal,0.38
Ideal,0.29
Ideal,0.23
Ideal,0.31
Ideal,0.31
Ideal,0.33
Ideal,0.33
Very Good,0.39
Very Good,0.25
Very Good,0.25
Ideal,0.23
Good,0.25
Premium,0.35
Good,0.3
Good,0.31
Ideal,0.31
Ideal,0.31
Ideal,0.36
Ideal,0.31
Ideal,0.31
Premium,0.23
Premium,0.23
Premium,0.38
Very Good,0.28
Ideal,0.28
Ideal,0.28
Ideal,0.26
Ideal,0.3
Ideal,0.3
Ideal,0.3
Ideal,0.3
Ideal,0.3
Ideal,0.3
Ideal,0.3
Ideal,0.31
Ideal,0.31
Good,0.3
Premium,0.3
Very Good,0.3
Good,0.3
Good,0.3
Good,0.3
Ideal,0.32
Ideal,0.4
Ideal,0.34
Ideal,0.31
Ideal,0.32
Ideal,0.32
Ideal,0.31
Ideal,0.31
Ideal,0.31
Premium,0.31
Very Good,0.31
Good,0.31
Very Good,0.31
Very Good,0.31
Good,0.31
Ideal,0.31
Good,0.31
Premium,0.31
Ideal,0.31
Ideal,0.34
Ideal,0.34
Ideal,0.35
Good,0.26
Premium,0.32
Good,0.32
Very Good,0.32
Ideal,0.34
Very Good,0.23
Very Good,0.27
Very Good,0.27
Very Good,0.27
Very Good,0.27
Ideal,0.31
Ideal,0.3
Ideal,0.3
Ideal,0.37
Premium,0.29
Premium,0.36
Very Good,0.36
Very Good,0.32
Ideal,0.32
Very Good,0.32
Very Good,0.28
Ideal,0.26
Ideal,0.26
Ideal,0.26
Good,0.28
Premium,0.31
Premium,0.21
Very Good,0.3
Premium,0.3
Very Good,0.3
Very Good,0.3
Ideal,0.3
Good,0.3
Ideal,0.3
Good,0.3
Premium,0.3
Ideal,0.3
Good,0.3
Good,0.3
Good,0.3
Good,0.3
Premium,0.3
Good,0.3
Very Good,0.3
Very Good,0.3
Very Good,0.3
Premium,0.3
Premium,0.51
Ideal,0.51
Premium,0.51
Premium,0.51
Premium,0.51
Ideal,0.51
Premium,0.51
Premium,0.51
Ideal,0.51
Premium,0.51
Ideal,0.51
Premium,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Premium,0.51
Ideal,0.51
Ideal,0.51
Premium,0.51
Premium,0.51
Very Good,0.5
Good,0.72
Ideal,0.42
Ideal,0.42
Very Good,0.42
Ideal,0.42
Premium,0.61
Ideal,0.52
Fair,0.97
Very Good,0.53
Very Good,0.55
Ideal,0.51
Very Good,0.61
Ideal,0.45
Good,0.45
Premium,0.45
Very Good,0.51
Very Good,0.51
Good,0.51
Ideal,0.52
Ideal,0.52
Ideal,0.53
Ideal,0.55
Very Good,0.52
Very Good,0.52
Very Good,0.5
Very Good,0.5
Ideal,0.67
Premium,0.59
Very Good,0.55
Ideal,0.55
Ideal,0.55
Ideal,0.55
Premium,0.54
Good,0.54
Very Good,0.54
Very Good,0.55
Ideal,0.55
Ideal,0.55
Ideal,0.55
Ideal,0.55
Premium,0.55
Very Good,0.59
Premium,0.56
Premium,0.62
Ideal,0.53
Very Good,0.51
Very Good,0.5
Ideal,0.51
Very Good,0.51
Very Good,0.5
Very Good,0.6
Very Good,0.6
Very Good,0.6
Good,0.52
Very Good,0.52
Ideal,0.5
Ideal,0.5
Ideal,0.5
Ideal,0.57
Ideal,0.57
Good,0.51
Very Good,0.59
Very Good,0.52
Ideal,0.5
Ideal,0.52
Premium,0.54
Premium,0.54
Very Good,0.59
Good,0.7
Premium,0.55
Ideal,0.55
Premium,0.5
Ideal,0.55
Premium,0.55
Very Good,0.6
Ideal,0.51
Ideal,0.51
Ideal,0.51
Very Good,0.5
Ideal,0.57
Ideal,0.58
Ideal,0.46
Premium,0.53
Ideal,0.5
Very Good,0.54
Very Good,0.55
Very Good,0.5
Premium,0.5
Very Good,0.5
Ideal,0.5
Very Good,0.5
Premium,0.5
Premium,0.5
Premium,0.5
Ideal,0.5
Premium,0.5
Very Good,0.51
Ideal,0.54
Ideal,0.66
Ideal,0.46
Very Good,0.53
Very Good,0.59
Very Good,0.5
Good,0.53
Ideal,0.59
Good,0.57
Premium,0.59
Ideal,0.59
Ideal,0.51
Ideal,0.51
Ideal,0.6
Ideal,0.51
Very Good,0.51
Premium,0.5
Very Good,0.55
Very Good,0.54
Ideal,0.51
Ideal,0.54
Ideal,0.62
Ideal,0.5
Good,0.54
Good,0.55
Good,0.58
Ideal,0.54
Ideal,0.53
Fair,0.7
Very Good,0.6
Very Good,0.57
Very Good,0.6
Very Good,0.6
Very Good,0.5
Ideal,0.5
Ideal,0.63
Good,0.5
Good,0.5
Good,0.6
Very Good,0.47
Ideal,0.53
Ideal,0.53
Ideal,0.53
Premium,0.53
Ideal,0.55
Very Good,0.58
Ideal,0.54
Ideal,0.57
Ideal,0.54
Premium,0.51
Premium,0.51
Premium,0.71
Very Good,0.5
Ideal,0.56
Very Good,0.5
Very Good,0.5
Very Good,0.5
Premium,0.51
Ideal,0.51
Very Good,0.51
Very Good,0.51
Ideal,0.51
Premium,0.51
Very Good,0.51
Premium,0.51
Premium,0.51
Very Good,0.51
Ideal,0.51
Ideal,0.51
Ideal,0.51
Premium,0.51
Very Good,0.51
Very Good,0.51
Ideal,0.51
Good,0.51
Very Good,0.51
Ideal,0.61
Ideal,0.5
Ideal,0.5
Ideal,0.58
Ideal,0.51
Ideal,0.4
Fair,0.91
Very Good,0.52
Ideal,0.42
Ideal,0.52
Ideal,0.56
Ideal,0.55
Premium,0.57
Premium,0.57
Ideal,0.57
Premium,0.57
Premium,0.57
Ideal,0.57
Ideal,0.5
Premium,0.57
Ideal,0.54
Very Good,0.46
Very Good,0.61
Very Good,0.52
Premium,0.59
Ideal,0.59
Premium,0.59
Ideal,0.59
Ideal,0.54
Premium,0.62
Good,0.59
Ideal,0.57
Ideal,0.51
Ideal,0.52
Ideal,0.48
Premium,0.51
Premium,0.51
Very Good,0.51
Very Good,0.51
Very Good,0.51
